product_id,year,country,sales
1,2018,HN,881
1,2018,AX,365
1,2018,RS,645
1,2018,SE,708
1,2018,KZ,698
1,2018,MX,406
1,2018,MA,69
1,2018,TH,335
1,2018,KH,518
1,2018,FR,608
1,2018,NL,83
1,2018,AF,194
1,2018,BY,277
1,2018,CU,77
1,2018,SR,81
1,2018,EC,912
1,2018,SY,669
1,2018,KW,642
1,2018,EG,975
1,2018,DE,803
1,2018,PE,163
1,2018,AR,52
1,2018,UA,630
1,2018,KR,43
1,2019,CN,536
1,2019,BR,77
1,2019,PH,226
1,2019,UZ,684
1,2019,CZ,164
1,2019,BE,404
1,2019,GR,627
1,2019,CL,834
1,2019,PT,115
1,2019,CR,426
1,2019,CO,0
1,2019,BS,369
1,2019,ID,743
1,2019,PL,239
1,2019,CM,270
1,2019,ZA,191
1,2019,NZ,862
1,2019,NO,410
1,2019,JP,686
1,2019,RU,188
1,2019,HN,800
1,2019,AX,400
1,2019,RS,752
1,2019,SE,725
1,2019,KZ,576
1,2019,MX,821
1,2019,MA,964
1,2019,TH,717
1,2019,KH,196
1,2019,FR,59
1,2019,NL,358
1,2019,AF,71
1,2019,BY,623
1,2019,CU,200
1,2019,SR,641
1,2019,EC,569
1,2019,SY,248
1,2019,KW,589
1,2019,EG,764
1,2019,DE,49
1,2019,PE,823
1,2019,AR,813
1,2019,UA,164
1,2019,KR,106
1,2020,CN,662
1,2020,BR,353
1,2020,PH,543
1,2020,UZ,376
1,2020,CZ,604
1,2020,BE,707
1,2020,GR,954
1,2020,CL,881
1,2020,PT,629
1,2020,CR,264
1,2020,CO,196
1,2020,BS,850
1,2020,ID,287
1,2020,PL,828
1,2020,CM,996
1,2020,ZA,868
1,2020,NZ,59
1,2020,NO,277
1,2020,JP,209
1,2020,RU,221
1,2020,HN,576
1,2020,AX,465
1,2020,RS,331
1,2020,SE,823
1,2020,KZ,175
1,2020,MX,164
1,2020,MA,952
1,2020,TH,165
1,2020,KH,617
1,2020,FR,519
1,2020,NL,360
1,2020,AF,308
1,2020,BY,928
1,2020,CU,218
1,2020,SR,436
1,2020,EC,76
1,2020,SY,212
1,2020,KW,360
1,2020,EG,122
1,2020,DE,226
1,2020,PE,983
1,2020,AR,757
1,2020,UA,213
1,2020,KR,598
1,2021,CN,51
1,2021,BR,264
1,2021,PH,959
1,2021,UZ,905
1,2021,CZ,211
1,2021,BE,559
1,2021,GR,969
1,2021,CL,106
1,2021,PT,45
1,2021,CR,689
1,2021,CO,228
1,2021,BS,74
1,2021,ID,951
1,2021,PL,610
1,2021,CM,584
1,2021,ZA,556
1,2021,NZ,111
1,2021,NO,899
1,2021,JP,965
1,2021,RU,280
1,2021,HN,475
1,2021,AX,787
1,2021,RS,686
1,2021,SE,424
1,2021,KZ,14
1,2021,MX,680
1,2021,MA,661
1,2021,TH,563
1,2021,KH,412
1,2021,FR,363
1,2021,NL,11
1,2021,AF,641
1,2021,BY,106
1,2021,CU,163
1,2021,SR,574
1,2021,EC,468
1,2021,SY,77
1,2021,KW,453
1,2021,EG,70
1,2021,DE,753
1,2021,PE,62
1,2021,AR,994
1,2021,UA,214
1,2021,KR,694
1,2022,CN,952
1,2022,BR,795
1,2022,PH,939
1,2022,UZ,708
1,2022,CZ,959
1,2022,BE,372
1,2022,GR,935
1,2022,CL,961
1,2022,PT,768
1,2022,CR,477
1,2022,CO,186
1,2022,BS,998
1,2022,ID,304
1,2022,PL,693
1,2022,CM,772
1,2022,ZA,899
1,2022,NZ,929
1,2022,NO,500
1,2022,JP,230
1,2022,RU,74
1,2022,HN,844
1,2022,AX,815
1,2022,RS,955
1,2022,SE,39
1,2022,KZ,242
1,2022,MX,305
1,2022,MA,666
1,2022,TH,230
1,2022,KH,268
1,2022,FR,189
1,2022,NL,743
1,2022,AF,207
1,2022,BY,175
1,2022,CU,643
1,2022,SR,336
1,2022,EC,402
1,2022,SY,144
1,2022,KW,372
1,2022,EG,491
1,2022,DE,896
1,2022,PE,123
1,2022,AR,407
1,2022,UA,191
1,2022,KR,575
1,2023,CN,691
1,2023,BR,658
1,2023,PH,125
1,2023,UZ,438
1,2023,CZ,394
1,2023,BE,327
1,2023,GR,219
1,2023,CL,727
1,2023,PT,224
1,2023,CR,852
1,2023,CO,412
1,2023,BS,33
1,2023,ID,897
1,2023,PL,628
1,2023,CM,980
1,2023,ZA,520
1,2023,NZ,391
1,2023,NO,425
1,2023,JP,702
1,2023,RU,944
1,2023,HN,750
1,2023,AX,55
1,2023,RS,533
1,2023,SE,159
1,2023,KZ,519
1,2023,MX,557
1,2023,MA,47
1,2023,TH,455
1,2023,KH,281
1,2023,FR,883
1,2023,NL,785
1,2023,AF,127
1,2023,BY,701
1,2023,CU,833
1,2023,SR,858
1,2023,EC,368
1,2023,SY,147
1,2023,KW,785
1,2023,EG,556
1,2023,DE,732
1,2023,PE,440
1,2023,AR,571
1,2023,UA,506
1,2023,KR,141
1,2024,CN,538
1,2024,BR,704
1,2024,PH,886
1,2024,UZ,651
1,2024,CZ,972
1,2024,BE,73
1,2024,GR,536
1,2024,CL,956
1,2024,PT,699
1,2024,CR,88
1,2024,CO,375
1,2024,BS,924
1,2024,ID,597
1,2024,PL,262
1,2024,CM,389
1,2024,ZA,303
1,2024,NZ,228
1,2024,NO,132
1,2024,JP,592
1,2024,RU,78
1,2024,HN,635
1,2024,AX,493
1,2024,RS,814
1,2024,SE,889
1,2024,KZ,892
1,2024,MX,900
1,2024,MA,828
1,2024,TH,332
1,2024,KH,835
1,2024,FR,518
1,2024,NL,359
1,2024,AF,931
1,2024,BY,909
1,2024,CU,453
1,2024,SR,746
1,2024,EC,66
1,2024,SY,344
1,2024,KW,876
1,2024,EG,613
1,2024,DE,164
1,2024,PE,942
1,2024,AR,373
1,2024,UA,695
1,2024,KR,6
2,2015,CN,591
2,2015,BR,199
2,2015,PH,109
2,2015,UZ,119
2,2015,CZ,266
2,2015,BE,291
2,2015,GR,734
2,2015,CL,800
2,2015,PT,667
2,2015,CR,195
2,2015,CO,39
2,2015,BS,497
2,2015,ID,832
2,2015,PL,325
2,2015,CM,650
2,2015,ZA,948
2,2015,NZ,63
2,2015,NO,313
2,2015,JP,202
2,2015,RU,686
2,2015,HN,199
2,2015,AX,537
2,2015,RS,498
2,2015,SE,255
2,2015,KZ,859
2,2015,MX,335
2,2015,MA,843
2,2015,TH,771
2,2015,KH,559
2,2015,FR,787
2,2015,NL,460
2,2015,AF,266
2,2015,BY,703
2,2015,CU,415
2,2015,SR,284
2,2015,EC,567
2,2015,SY,334
2,2015,KW,637
2,2015,EG,49
2,2015,DE,368
2,2015,PE,195
2,2015,AR,296
2,2015,UA,523
2,2015,KR,516
2,2016,CN,53
2,2016,BR,145
2,2016,PH,943
2,2016,UZ,492
2,2016,CZ,511
2,2016,BE,731
2,2016,GR,189
2,2016,CL,504
2,2016,PT,491
2,2016,CR,720
2,2016,CO,992
2,2016,BS,626
2,2016,ID,366
2,2016,PL,355
2,2016,CM,544
2,2016,ZA,920
2,2016,NZ,299
2,2016,NO,382
2,2016,JP,175
2,2016,RU,557
2,2016,HN,666
2,2016,AX,498
2,2016,RS,408
2,2016,SE,513
2,2016,KZ,581
2,2016,MX,77
2,2016,MA,547
2,2016,TH,556
2,2016,KH,449
2,2016,FR,717
2,2016,NL,193
2,2016,AF,881
2,2016,BY,153
2,2016,CU,919
2,2016,SR,457
2,2016,EC,929
2,2016,SY,957
2,2016,KW,33
2,2016,EG,448
2,2016,DE,639
2,2016,PE,455
2,2016,AR,485
2,2016,UA,579
2,2016,KR,634
2,2017,CN,938
2,2017,BR,129
2,2017,PH,563
2,2017,UZ,595
2,2017,CZ,336
2,2017,BE,550
2,2017,GR,530
2,2017,CL,410
2,2017,PT,535
2,2017,CR,24
2,2017,CO,568
2,2017,BS,498
2,2017,ID,186
2,2017,PL,881
2,2017,CM,127
2,2017,ZA,95
2,2017,NZ,341
2,2017,NO,965
2,2017,JP,159
2,2017,RU,170
2,2017,HN,134
2,2017,AX,979
2,2017,RS,547
2,2017,SE,91
2,2017,KZ,487
2,2017,MX,541
2,2017,MA,387
2,2017,TH,98
2,2017,KH,296
2,2017,FR,886
2,2017,NL,944
2,2017,AF,158
2,2017,BY,848
2,2017,CU,289
2,2017,SR,644
2,2017,EC,787
2,2017,SY,279
2,2017,KW,451
2,2017,EG,299
2,2017,DE,974
2,2017,PE,720
2,2017,AR,270
2,2017,UA,881
2,2017,KR,455
2,2018,CN,427
2,2018,BR,669
2,2018,PH,535
2,2018,UZ,166
2,2018,CZ,564
2,2018,BE,391
2,2018,GR,202
2,2018,CL,885
2,2018,PT,528
2,2018,CR,981
2,2018,CO,193
2,2018,BS,743
2,2018,ID,664
2,2018,PL,471
2,2018,CM,250
2,2018,ZA,484
2,2018,NZ,949
2,2018,NO,665
2,2018,JP,198
2,2018,RU,123
2,2018,HN,802
2,2018,AX,291
2,2018,RS,43
2,2018,SE,892
2,2018,KZ,431
2,2018,MX,685
2,2018,MA,489
2,2018,TH,205
2,2018,KH,287
2,2018,FR,159
2,2018,NL,172
2,2018,AF,682
2,2018,BY,9
2,2018,CU,642
2,2018,SR,577
2,2018,EC,157
2,2018,SY,951
2,2018,KW,717
2,2018,EG,522
2,2018,DE,984
2,2018,PE,787
2,2018,AR,701
2,2018,UA,281
2,2018,KR,890
2,2019,CN,937
2,2019,BR,8
2,2019,PH,925
2,2019,UZ,93
2,2019,CZ,528
2,2019,BE,609
2,2019,GR,210
2,2019,CL,379
2,2019,PT,408
2,2019,CR,59
2,2019,CO,401
2,2019,BS,378
2,2019,ID,298
2,2019,PL,214
2,2019,CM,744
2,2019,ZA,303
2,2019,NZ,488
2,2019,NO,472
2,2019,JP,903
2,2019,RU,58
2,2019,HN,628
2,2019,AX,76
2,2019,RS,584
2,2019,SE,663
2,2019,KZ,72
2,2019,MX,792
2,2019,MA,728
2,2019,TH,666
2,2019,KH,911
2,2019,FR,79
2,2019,NL,123
2,2019,AF,348
2,2019,BY,311
2,2019,CU,640
2,2019,SR,995
2,2019,EC,255
2,2019,SY,17
2,2019,KW,161
2,2019,EG,196
2,2019,DE,827
2,2019,PE,911
2,2019,AR,876
2,2019,UA,857
2,2019,KR,682
2,2020,CN,348
2,2020,BR,535
2,2020,PH,987
2,2020,UZ,402
2,2020,CZ,558
2,2020,BE,298
2,2020,GR,356
2,2020,CL,515
2,2020,PT,796
2,2020,CR,46
2,2020,CO,118
2,2020,BS,733
2,2020,ID,90
2,2020,PL,619
2,2020,CM,83
2,2020,ZA,400
2,2020,NZ,336
2,2020,NO,524
2,2020,JP,229
2,2020,RU,554
2,2020,HN,260
2,2020,AX,732
2,2020,RS,47
2,2020,SE,933
2,2020,KZ,224
2,2020,MX,279
2,2020,MA,559
2,2020,TH,791
2,2020,KH,169
2,2020,FR,526
2,2020,NL,420
2,2020,AF,375
2,2020,BY,19
2,2020,CU,103
2,2020,SR,325
2,2020,EC,506
2,2020,SY,749
2,2020,KW,738
2,2020,EG,62
2,2020,DE,758
2,2020,PE,912
2,2020,AR,422
2,2020,UA,940
2,2020,KR,376
2,2021,CN,863
2,2021,BR,612
2,2021,PH,996
2,2021,UZ,211
2,2021,CZ,68
2,2021,BE,457
2,2021,GR,341
2,2021,CL,629
2,2021,PT,889
2,2021,CR,361
2,2021,CO,228
2,2021,BS,567
2,2021,ID,969
2,2021,PL,550
2,2021,CM,969
2,2021,ZA,651
2,2021,NZ,876
2,2021,NO,687
2,2021,JP,586
2,2021,RU,568
2,2021,HN,978
2,2021,AX,5
2,2021,RS,198
2,2021,SE,682
2,2021,KZ,626
2,2021,MX,860
2,2021,MA,485
2,2021,TH,232
2,2021,KH,582
2,2021,FR,96
2,2021,NL,218
2,2021,AF,308
2,2021,BY,294
2,2021,CU,119
2,2021,SR,767
2,2021,EC,206
2,2021,SY,62
2,2021,KW,109
2,2021,EG,695
2,2021,DE,691
2,2021,PE,356
2,2021,AR,389
2,2021,UA,48
2,2021,KR,164
2,2022,CN,538
2,2022,BR,546
2,2022,PH,707
2,2022,UZ,713
2,2022,CZ,46
2,2022,BE,568
2,2022,GR,207
2,2022,CL,564
2,2022,PT,629
2,2022,CR,879
2,2022,CO,775
2,2022,BS,492
2,2022,ID,604
2,2022,PL,904
2,2022,CM,946
2,2022,ZA,345
2,2022,NZ,192
2,2022,NO,475
2,2022,JP,990
2,2022,RU,958
2,2022,HN,936
2,2022,AX,188
2,2022,RS,578
2,2022,SE,365
2,2022,KZ,862
2,2022,MX,572
2,2022,MA,555
2,2022,TH,422
2,2022,KH,530
2,2022,FR,795
2,2022,NL,439
2,2022,AF,649
2,2022,BY,373
2,2022,CU,439
2,2022,SR,247
2,2022,EC,337
2,2022,SY,735
2,2022,KW,807
2,2022,EG,605
2,2022,DE,772
2,2022,PE,876
2,2022,AR,94
2,2022,UA,606
2,2022,KR,688
2,2023,CN,738
2,2023,BR,735
2,2023,PH,812
2,2023,UZ,937
2,2023,CZ,729
2,2023,BE,209
2,2023,GR,877
2,2023,CL,713
2,2023,PT,845
2,2023,CR,580
2,2023,CO,736
2,2023,BS,564
2,2023,ID,480
2,2023,PL,93
2,2023,CM,985
2,2023,ZA,878
2,2023,NZ,912
2,2023,NO,255
2,2023,JP,56
2,2023,RU,455
2,2023,HN,20
2,2023,AX,857
2,2023,RS,95
2,2023,SE,313
2,2023,KZ,24
2,2023,MX,607
2,2023,MA,947
2,2023,TH,860
2,2023,KH,124
2,2023,FR,163
2,2023,NL,523
2,2023,AF,146
2,2023,BY,763
2,2023,CU,546
2,2023,SR,919
2,2023,EC,998
2,2023,SY,849
2,2023,KW,182
2,2023,EG,41
2,2023,DE,422
2,2023,PE,681
2,2023,AR,38
2,2023,UA,170
2,2023,KR,864
2,2024,CN,533
2,2024,BR,625
2,2024,PH,869
2,2024,UZ,552
2,2024,CZ,796
2,2024,BE,970
2,2024,GR,840
2,2024,CL,372
2,2024,PT,330
2,2024,CR,995
2,2024,CO,877
2,2024,BS,489
2,2024,ID,239
2,2024,PL,131
2,2024,CM,857
2,2024,ZA,163
2,2024,NZ,545
2,2024,NO,426
2,2024,JP,784
2,2024,RU,58
2,2024,HN,386
2,2024,AX,814
2,2024,RS,259
2,2024,SE,639
2,2024,KZ,206
2,2024,MX,742
2,2024,MA,403
2,2024,TH,148
2,2024,KH,60
2,2024,FR,804
2,2024,NL,168
2,2024,AF,41
2,2024,BY,625
2,2024,CU,622
2,2024,SR,191
2,2024,EC,692
2,2024,SY,683
2,2024,KW,745
2,2024,EG,815
2,2024,DE,639
2,2024,PE,899
2,2024,AR,979
2,2024,UA,671
2,2024,KR,642
3,2015,CN,438
3,2015,BR,142
3,2015,PH,288
3,2015,UZ,343
3,2015,CZ,584
3,2015,BE,965
3,2015,GR,479
3,2015,CL,366
3,2015,PT,821
3,2015,CR,505
3,2015,CO,906
3,2015,BS,311
3,2015,ID,12
3,2015,PL,194
3,2015,CM,100
3,2015,ZA,166
3,2015,NZ,160
3,2015,NO,387
3,2015,JP,376
3,2015,RU,366
3,2015,HN,980
3,2015,AX,88
3,2015,RS,558
3,2015,SE,859
3,2015,KZ,952
3,2015,MX,318
3,2015,MA,149
3,2015,TH,287
3,2015,KH,765
3,2015,FR,473
3,2015,NL,601
3,2015,AF,609
3,2015,BY,130
3,2015,CU,896
3,2015,SR,639
3,2015,EC,291
3,2015,SY,717
3,2015,KW,783
3,2015,EG,174
3,2015,DE,455
3,2015,PE,587
3,2015,AR,525
3,2015,UA,199
3,2015,KR,276
3,2016,CN,871
3,2016,BR,526
3,2016,PH,200
3,2016,UZ,218
3,2016,CZ,567
3,2016,BE,574
3,2016,GR,38
3,2016,CL,641
3,2016,PT,329
3,2016,CR,879
3,2016,CO,971
3,2016,BS,745
3,2016,ID,769
3,2016,PL,939
3,2016,CM,461
3,2016,ZA,737
3,2016,NZ,360
3,2016,NO,540
3,2016,JP,669
3,2016,RU,661
3,2016,HN,258
3,2016,AX,280
3,2016,RS,121
3,2016,SE,288
3,2016,KZ,461
3,2016,MX,221
3,2016,MA,813
3,2016,TH,88
3,2016,KH,541
3,2016,FR,426
3,2016,NL,172
3,2016,AF,327
3,2016,BY,839
3,2016,CU,402
3,2016,SR,661
3,2016,EC,9
3,2016,SY,387
3,2016,KW,703
3,2016,EG,489
3,2016,DE,480
3,2016,PE,40
3,2016,AR,242
3,2016,UA,855
3,2016,KR,232
3,2017,CN,254
3,2017,BR,201
3,2017,PH,371
3,2017,UZ,646
3,2017,CZ,698
3,2017,BE,752
3,2017,GR,844
3,2017,CL,126
3,2017,PT,424
3,2017,CR,211
3,2017,CO,381
3,2017,BS,413
3,2017,ID,633
3,2017,PL,635
3,2017,CM,869
3,2017,ZA,596
3,2017,NZ,171
3,2017,NO,358
3,2017,JP,235
3,2017,RU,755
3,2017,HN,753
3,2017,AX,395
3,2017,RS,545
3,2017,SE,964
3,2017,KZ,588
3,2017,MX,175
3,2017,MA,900
3,2017,TH,838
3,2017,KH,505
3,2017,FR,621
3,2017,NL,328
3,2017,AF,711
3,2017,BY,899
3,2017,CU,115
3,2017,SR,310
3,2017,EC,995
3,2017,SY,830
3,2017,KW,552
3,2017,EG,396
3,2017,DE,273
3,2017,PE,367
3,2017,AR,268
3,2017,UA,362
3,2017,KR,197
3,2018,CN,858
3,2018,BR,317
3,2018,PH,738
3,2018,UZ,319
3,2018,CZ,136
3,2018,BE,279
3,2018,GR,105
3,2018,CL,571
3,2018,PT,798
3,2018,CR,469
3,2018,CO,480
3,2018,BS,222
3,2018,ID,612
3,2018,PL,225
3,2018,CM,271
3,2018,ZA,799
3,2018,NZ,771
3,2018,NO,701
3,2018,JP,730
3,2018,RU,640
3,2018,HN,228
3,2018,AX,444
3,2018,RS,576
3,2018,SE,442
3,2018,KZ,533
3,2018,MX,862
3,2018,MA,487
3,2018,TH,427
3,2018,KH,691
3,2018,FR,591
3,2018,NL,429
3,2018,AF,531
3,2018,BY,327
3,2018,CU,670
3,2018,SR,396
3,2018,EC,289
3,2018,SY,54
3,2018,KW,401
3,2018,EG,984
3,2018,DE,976
3,2018,PE,331
3,2018,AR,720
3,2018,UA,370
3,2018,KR,892
3,2019,CN,220
3,2019,BR,932
3,2019,PH,672
3,2019,UZ,603
3,2019,CZ,428
3,2019,BE,706
3,2019,GR,393
3,2019,CL,361
3,2019,PT,715
3,2019,CR,279
3,2019,CO,636
3,2019,BS,910
3,2019,ID,260
3,2019,PL,947
3,2019,CM,6
3,2019,ZA,356
3,2019,NZ,843
3,2019,NO,21
3,2019,JP,732
3,2019,RU,827
3,2019,HN,808
3,2019,AX,627
3,2019,RS,290
3,2019,SE,173
3,2019,KZ,547
3,2019,MX,901
3,2019,MA,995
3,2019,TH,78
3,2019,KH,950
3,2019,FR,357
3,2019,NL,360
3,2019,AF,555
3,2019,BY,599
3,2019,CU,494
3,2019,SR,736
3,2019,EC,933
3,2019,SY,735
3,2019,KW,948
3,2019,EG,671
3,2019,DE,163
3,2019,PE,949
3,2019,AR,869
3,2019,UA,684
3,2019,KR,436
3,2020,CN,334
3,2020,BR,519
3,2020,PH,656
3,2020,UZ,889
3,2020,CZ,339
3,2020,BE,488
3,2020,GR,826
3,2020,CL,419
3,2020,PT,903
3,2020,CR,328
3,2020,CO,495
3,2020,BS,458
3,2020,ID,526
3,2020,PL,869
3,2020,CM,857
3,2020,ZA,866
3,2020,NZ,817
3,2020,NO,940
3,2020,JP,45
3,2020,RU,8
3,2020,HN,715
3,2020,AX,738
3,2020,RS,408
3,2020,SE,441
3,2020,KZ,14
3,2020,MX,624
3,2020,MA,208
3,2020,TH,592
3,2020,KH,48
3,2020,FR,699
3,2020,NL,450
3,2020,AF,265
3,2020,BY,399
3,2020,CU,105
3,2020,SR,288
3,2020,EC,795
3,2020,SY,242
3,2020,KW,658
3,2020,EG,539
3,2020,DE,226
3,2020,PE,557
3,2020,AR,39
3,2020,UA,109
3,2020,KR,893
3,2021,CN,731
3,2021,BR,518
3,2021,PH,818
3,2021,UZ,425
3,2021,CZ,229
3,2021,BE,862
3,2021,GR,932
3,2021,CL,273
3,2021,PT,912
3,2021,CR,889
3,2021,CO,930
3,2021,BS,537
3,2021,ID,275
3,2021,PL,866
3,2021,CM,468
3,2021,ZA,22
3,2021,NZ,325
3,2021,NO,821
3,2021,JP,247
3,2021,RU,191
3,2021,HN,110
3,2021,AX,652
3,2021,RS,496
3,2021,SE,910
3,2021,KZ,890
3,2021,MX,820
3,2021,MA,90
3,2021,TH,656
3,2021,KH,819
3,2021,FR,330
3,2021,NL,903
3,2021,AF,177
3,2021,BY,527
3,2021,CU,635
3,2021,SR,838
3,2021,EC,410
3,2021,SY,437
3,2021,KW,90
3,2021,EG,156
3,2021,DE,843
3,2021,PE,766
3,2021,AR,586
3,2021,UA,90
3,2021,KR,416
3,2022,CN,105
3,2022,BR,33
3,2022,PH,504
3,2022,UZ,459
3,2022,CZ,203
3,2022,BE,433
3,2022,GR,285
3,2022,CL,158
3,2022,PT,83
3,2022,CR,390
3,2022,CO,443
3,2022,BS,509
3,2022,ID,876
3,2022,PL,31
3,2022,CM,459
3,2022,ZA,762
3,2022,NZ,847
3,2022,NO,491
3,2022,JP,221
3,2022,RU,893
3,2022,HN,935
3,2022,AX,283
3,2022,RS,16
3,2022,SE,763
3,2022,KZ,722
3,2022,MX,143
3,2022,MA,435
3,2022,TH,185
3,2022,KH,190
3,2022,FR,151
3,2022,NL,711
3,2022,AF,344
3,2022,BY,799
3,2022,CU,267
3,2022,SR,989
3,2022,EC,613
3,2022,SY,378
3,2022,KW,706
3,2022,EG,224
3,2022,DE,100
3,2022,PE,93
3,2022,AR,939
3,2022,UA,957
3,2022,KR,939
3,2023,CN,268
3,2023,BR,504
3,2023,PH,1
3,2023,UZ,653
3,2023,CZ,170
3,2023,BE,210
3,2023,GR,130
3,2023,CL,703
3,2023,PT,932
3,2023,CR,762
3,2023,CO,272
3,2023,BS,683
3,2023,ID,711
3,2023,PL,335
3,2023,CM,288
3,2023,ZA,491
3,2023,NZ,782
3,2023,NO,101
3,2023,JP,400
3,2023,RU,187
3,2023,HN,746
3,2023,AX,284
3,2023,RS,485
3,2023,SE,205
3,2023,KZ,237
3,2023,MX,864
3,2023,MA,977
3,2023,TH,36
3,2023,KH,514
3,2023,FR,675
3,2023,NL,865
3,2023,AF,487
3,2023,BY,97
3,2023,CU,255
3,2023,SR,318
3,2023,EC,151
3,2023,SY,194
3,2023,KW,496
3,2023,EG,819
3,2023,DE,780
3,2023,PE,981
3,2023,AR,805
3,2023,UA,277
3,2023,KR,848
3,2024,CN,953
3,2024,BR,254
3,2024,PH,496
3,2024,UZ,678
3,2024,CZ,432
3,2024,BE,920
3,2024,GR,535
3,2024,CL,196
3,2024,PT,61
3,2024,CR,425
3,2024,CO,968
3,2024,BS,535
3,2024,ID,523
3,2024,PL,515
3,2024,CM,770
3,2024,ZA,419
3,2024,NZ,22
3,2024,NO,334
3,2024,JP,576
3,2024,RU,512
3,2024,HN,75
3,2024,AX,988
3,2024,RS,376
3,2024,SE,693
3,2024,KZ,964
3,2024,MX,847
3,2024,MA,247
3,2024,TH,503
3,2024,KH,831
3,2024,FR,37
3,2024,NL,637
3,2024,AF,882
3,2024,BY,736
3,2024,CU,502
3,2024,SR,809
3,2024,EC,638
3,2024,SY,172
3,2024,KW,70
3,2024,EG,510
3,2024,DE,37
3,2024,PE,470
3,2024,AR,955
3,2024,UA,606
3,2024,KR,293
4,2015,CN,245
4,2015,BR,227
4,2015,PH,443
4,2015,UZ,723
4,2015,CZ,539
4,2015,BE,879
4,2015,GR,925
4,2015,CL,817
4,2015,PT,578
4,2015,CR,242
4,2015,CO,873
4,2015,BS,494
4,2015,ID,170
4,2015,PL,680
4,2015,CM,45
4,2015,ZA,391
4,2015,NZ,547
4,2015,NO,677
4,2015,JP,318
4,2015,RU,75
4,2015,HN,162
4,2015,AX,676
4,2015,RS,915
4,2015,SE,742
4,2015,KZ,279
4,2015,MX,264
4,2015,MA,230
4,2015,TH,75
4,2015,KH,442
4,2015,FR,607
4,2015,NL,779
4,2015,AF,625
4,2015,BY,851
4,2015,CU,360
4,2015,SR,11
4,2015,EC,298
4,2015,SY,425
4,2015,KW,602
4,2015,EG,254
4,2015,DE,276
4,2015,PE,873
4,2015,AR,779
4,2015,UA,856
4,2015,KR,953
4,2016,CN,408
4,2016,BR,995
4,2016,PH,662
4,2016,UZ,291
4,2016,CZ,809
4,2016,BE,495
4,2016,GR,332
4,2016,CL,353
4,2016,PT,466
4,2016,CR,609
4,2016,CO,646
4,2016,BS,590
4,2016,ID,628
4,2016,PL,975
4,2016,CM,854
4,2016,ZA,906
4,2016,NZ,576
