order_item_id,product_id,vendor_id,branch_id,employee_id,unit_price,quantity,contract_price,ordered_date_id
102,223,22,3,40,45058,5,45797,1
103,158,8,4,52,83633,2,83759,1
104,235,43,8,100,12742,4,12317,1
105,68,24,7,53,80305,4,82079,1
106,118,12,9,78,47880,4,47418,1
107,170,30,2,99,94627,2,99126,1
108,71,38,3,79,88441,2,92334,1
109,92,22,5,65,83952,2,85018,1
110,66,22,9,52,52369,4,54370,1
111,228,25,7,62,12226,2,11888,1
112,2,15,6,50,63116,4,62105,1
113,176,49,5,5,34617,2,36300,1
114,277,2,7,59,28035,3,27542,1
115,5,43,9,31,79766,4,81350,1
116,68,16,3,33,5275,1,5204,1
117,14,4,4,27,17535,2,16803,1
118,7,20,9,66,12067,2,12509,1
119,119,34,1,81,10905,4,10927,1
120,5,7,4,83,34142,2,33718,1
121,248,16,5,61,92540,2,95517,1
122,193,34,8,59,36669,4,36181,1
123,82,6,3,32,12596,4,12073,1
124,165,19,5,78,91490,4,95869,1
125,70,49,4,11,7491,5,7381,1
126,119,20,5,83,54081,3,54248,1
127,294,22,10,97,63334,4,61260,1
128,145,3,2,82,94752,4,97630,1
129,36,10,9,49,22205,3,22287,1
130,84,9,1,49,74248,2,74954,1
131,102,5,3,59,28876,3,30223,1
132,267,26,9,23,62317,3,62434,1
133,13,15,8,46,86727,2,88089,1
134,100,33,9,46,65423,3,65610,1
135,170,23,8,47,75130,4,78034,1
136,217,16,2,10,56743,4,56904,1
137,158,36,8,96,38491,1,39618,1
138,130,1,2,7,10000,1,9790,1
139,127,45,2,26,87315,3,86125,1
140,242,41,8,75,99089,2,96565,1
141,149,12,7,77,83903,3,81401,1
142,109,31,7,45,25900,3,27114,1
143,119,31,10,32,61021,2,61126,1
144,128,38,1,66,18062,3,17300,1
145,154,36,6,92,66563,1,65310,2
146,209,42,4,6,28051,4,28778,2
147,243,25,2,74,36462,1,35479,2
148,177,13,2,48,61174,3,59611,2
149,143,17,9,44,19167,1,18978,2
150,121,46,5,64,88621,2,92078,2
151,214,9,7,29,37105,1,38798,2
152,140,16,5,12,11355,3,11537,2
153,150,12,7,76,66296,2,68442,2
154,144,26,5,85,19453,3,20185,2
155,210,42,6,11,90364,3,93194,2
156,194,28,5,99,1774,2,1701,2
157,131,31,2,40,36795,2,35138,2
158,135,8,9,38,18506,5,19362,2
159,58,20,7,20,70732,4,72248,2
160,51,45,3,10,98544,5,94852,2
161,90,16,7,63,82466,2,84968,2
162,24,10,4,43,95563,4,99200,2
163,51,43,9,40,91514,4,95233,2
164,243,27,3,44,11123,3,10608,2
165,166,32,4,37,32925,2,33579,2
166,160,18,5,68,84275,2,85962,2
167,269,42,8,47,41384,3,40724,2
168,246,12,6,52,99673,2,95064,2
169,29,20,5,35,27373,4,26710,2
170,22,23,4,60,54226,2,54482,2
171,7,13,7,7,79451,5,81202,2
172,27,50,4,67,11537,4,11024,2
173,210,8,6,75,67469,1,67531,2
174,32,39,7,24,28891,1,30221,2
175,44,35,9,37,4543,2,4538,2
176,203,6,6,90,57537,2,56274,2
177,193,7,4,37,70491,3,71423,2
178,125,31,10,61,5516,5,5576,2
179,96,41,3,48,13361,4,13821,2
180,124,20,6,82,72978,3,76326,2
181,161,2,7,48,70543,4,68645,2
182,57,12,3,61,83817,1,84472,2
183,121,40,6,25,19314,2,19936,2
184,158,26,6,37,58683,2,57994,2
185,201,4,6,46,59589,5,58035,2
186,10,22,9,99,6509,1,6207,2
187,286,44,7,6,37414,3,38875,2
188,42,35,5,75,63107,4,61472,2
189,129,26,5,94,24750,2,24647,2
190,77,32,9,14,49109,3,47211,2
191,142,19,1,16,81315,5,84424,2
192,257,25,6,88,35373,2,36502,2
193,117,45,9,53,88950,5,86918,2
194,224,37,7,87,75501,4,76272,2
195,182,24,10,24,47220,4,46339,2
196,107,21,7,84,78329,2,77689,2
197,58,37,8,35,51340,3,53694,2
198,230,8,4,55,12758,1,13368,2
199,30,39,6,25,61524,3,61636,2
200,64,17,6,75,30928,4,30545,2
201,51,33,5,39,57949,4,56621,2
202,138,44,6,34,27975,3,27336,2
203,138,44,7,88,96357,2,95638,2
204,53,26,1,80,83143,1,83801,2
205,130,47,9,80,96647,1,93330,2
206,94,32,10,7,55076,3,54998,2
207,34,35,2,68,38653,2,39089,2
208,155,29,6,99,92867,1,94416,2
209,49,36,9,30,47463,2,47553,2
210,11,33,8,77,90202,2,93715,2
211,150,31,7,97,33623,5,32335,2
212,164,40,7,47,46832,1,46571,2
213,190,46,10,92,9295,4,9478,2
214,179,26,6,60,23864,2,23518,2
215,53,23,1,75,74385,2,76749,2
216,248,33,3,99,14322,4,14809,2
217,34,33,4,100,7769,4,7643,2
218,90,10,8,87,25382,4,25900,2
219,127,49,7,27,92653,2,89301,2
220,201,21,7,16,24736,3,24691,2
221,20,11,1,16,20714,5,21134,2
222,217,43,3,86,23143,3,22503,2
223,201,11,9,6,69775,5,72166,2
224,185,35,9,50,39501,4,40921,2
225,141,11,7,11,10648,4,10290,2
226,234,29,3,47,55347,4,53523,2
227,4,13,3,49,81179,2,84165,2
228,297,19,7,53,54316,2,55947,2
229,276,12,7,98,48875,2,47775,2
230,263,3,5,40,82410,4,84235,2
231,214,9,7,64,62391,2,62408,2
232,145,19,9,58,55529,4,55385,2
233,189,1,4,87,17264,2,17098,2
234,84,4,10,97,81797,3,78678,2
235,85,39,1,79,51343,4,49120,2
236,147,14,3,92,86340,2,82878,2
237,152,6,9,56,88793,4,86299,2
238,293,22,4,76,35802,5,36298,2
239,274,35,2,34,88887,1,87196,2
240,192,6,3,68,13513,4,12969,2
241,13,49,8,39,76316,5,76548,2
242,274,36,8,53,68230,2,66289,2
243,150,13,10,55,210,2,207,2
244,90,35,6,28,38741,2,39249,2
245,285,16,2,87,78996,4,80453,2
246,218,50,2,69,85398,1,83722,2
247,295,26,8,28,57355,4,55044,2
248,199,12,3,93,26818,5,26180,2
249,11,8,7,30,19235,2,20108,2
250,210,38,2,10,69264,2,67909,2
251,88,10,6,4,42519,3,40980,2
252,202,17,8,92,837,5,863,2
253,26,6,6,45,15737,3,16028,2
254,201,9,1,18,65825,3,68629,2
255,69,38,7,80,45773,1,46679,2
256,72,13,8,45,99213,4,104065,2
257,153,34,2,17,53401,4,56013,2
258,189,7,9,48,72773,3,71532,2
259,64,8,3,48,27638,1,28650,2
260,217,50,8,24,80269,2,84157,2
261,116,18,8,69,77921,5,80437,2
262,92,22,1,86,43087,1,42946,2
263,121,18,4,7,28778,2,29470,2
264,243,32,6,64,31200,4,31808,2
265,257,34,3,76,87812,2,85014,2
266,148,2,9,87,79194,4,79540,2
267,185,6,1,17,25850,5,27052,2
268,74,31,2,28,39081,3,40425,2
269,190,5,3,48,17158,4,17196,2
270,212,39,3,37,52080,2,52584,2
271,16,39,9,22,54342,2,52568,2
272,39,9,9,69,30498,2,31300,2
273,220,40,9,25,6900,2,7158,2
274,9,19,3,45,56510,3,55210,2
275,219,44,5,86,356,4,348,2
276,236,23,4,93,73349,1,73591,2
277,17,44,8,47,45528,3,43834,2
278,237,30,6,41,75670,1,78028,2
279,9,10,5,54,53458,3,52339,2
280,194,35,4,100,65485,2,67271,2
281,157,30,8,72,93123,4,95033,2
282,249,36,8,29,71239,2,72542,2
283,56,13,2,55,84129,4,80926,2
284,125,40,4,78,73719,1,70371,2
285,222,16,3,40,23184,2,22046,2
286,13,30,6,92,71508,4,73664,2
287,69,13,7,63,21335,1,21076,2
288,123,11,3,40,25720,1,25343,2
289,18,50,8,30,93881,3,96614,2
290,134,9,4,12,89663,2,93931,2
291,286,20,8,46,25032,2,25376,2
292,137,5,5,67,26634,1,25936,2
293,14,42,4,57,78588,2,82029,2
294,7,20,6,53,69150,5,71861,2
295,108,38,6,75,95610,4,98868,2
296,232,5,5,44,56378,3,58140,2
297,248,21,5,82,52522,4,51581,2
298,217,17,4,27,58614,5,59838,2
299,48,44,3,75,59244,1,58834,2
300,286,22,8,100,77850,3,74922,2
301,2,7,5,86,57394,5,59834,2
302,54,49,7,59,74765,2,72760,2
303,160,25,6,3,44273,2,43034,2
304,166,17,4,76,81226,3,79150,2
305,134,31,4,12,12274,2,12409,2
306,184,49,10,17,97646,3,96793,2
307,217,42,9,16,45836,5,46352,2
308,177,19,2,19,80274,5,78703,2
309,137,13,9,26,30905,4,30599,2
310,45,17,5,26,44225,5,46371,2
311,175,39,4,43,44094,5,44727,2
312,143,40,9,2,12991,4,13035,2
313,36,28,9,52,86168,2,87365,2
314,73,12,4,42,25788,2,25746,2
315,187,18,7,10,66494,4,68160,2
316,39,26,9,25,67033,4,68101,2
317,290,6,7,71,64352,2,61568,2
318,111,6,8,75,84687,4,83611,2
319,59,24,2,71,61442,2,64486,2
320,216,47,6,43,86790,1,87808,2
321,23,44,4,50,63562,5,60469,2
322,71,15,1,67,63941,1,66280,2
323,8,10,10,29,13221,1,13118,2
324,97,28,7,62,54673,3,55492,2
325,239,11,9,54,61564,4,61365,2
326,186,44,6,34,77038,4,80256,2
327,19,49,2,56,51367,3,50418,2
328,67,6,4,100,88813,4,85508,2
329,228,27,8,50,49736,2,51642,2
330,5,37,2,92,79593,5,80057,2
331,13,36,6,84,3021,2,3135,2
332,15,7,1,32,16811,3,16633,2
333,243,9,6,96,14463,5,13816,2
334,160,8,9,53,39723,2,38432,2
335,54,44,4,51,44557,1,44618,2
336,265,15,1,30,21247,3,21128,2
337,102,19,8,86,57095,1,59945,2
338,133,10,2,23,13494,4,12994,2
339,128,24,4,19,90080,2,89196,2
340,51,50,8,24,29779,4,30185,2
341,39,3,3,49,1611,5,1636,2
342,240,9,3,57,20228,2,20648,2
343,267,5,9,21,21297,4,22107,2
344,282,40,2,38,1752,4,1816,2
345,275,2,7,27,64580,4,66774,2
346,277,30,5,69,14422,2,14526,2
347,1,16,7,38,48300,3,46602,2
348,247,24,2,6,56729,2,54575,2
349,220,9,5,15,70543,4,67742,2
350,132,35,6,47,99278,5,99380,2
351,44,49,2,24,49088,4,46651,2
352,155,26,1,69,17698,4,17898,2
353,166,4,9,70,38988,3,39406,2
354,169,49,2,68,79727,2,80526,2
355,276,35,2,59,4489,3,4393,2
356,210,29,10,86,94503,2,97492,2
357,185,5,9,89,62412,2,61569,2
358,252,22,4,98,61262,2,59629,2
359,175,45,4,44,33136,1,31742,2
360,100,7,3,99,95272,3,95021,2
361,185,1,1,77,52912,4,52621,2
362,216,12,3,83,39118,5,38439,2
363,33,2,3,69,42259,3,42574,2
364,206,29,10,80,86103,4,90125,2
365,131,36,5,89,12162,2,12513,2
366,105,7,5,86,15633,2,15609,2
367,48,26,3,98,30421,4,30386,2
368,60,4,1,57,94332,5,92213,2
369,116,37,10,46,1845,3,1843,2
370,253,46,4,35,50053,4,50429,2
371,224,43,7,71,62164,3,61485,2
372,150,3,5,4,88939,2,91799,2
373,193,12,10,94,80925,3,80776,2
374,212,14,9,99,87953,3,85957,2
375,228,49,4,51,4462,2,4452,2
376,180,27,7,80,96142,3,96878,2
377,7,4,8,97,1997,3,2085,2
378,94,7,5,40,63049,4,60066,2
379,295,19,8,83,31076,4,30288,2
380,20,20,9,75,60144,5,59391,2
381,116,46,9,2,53921,2,54415,2
382,125,28,3,75,23779,2,23541,2
383,268,27,7,12,95721,2,92386,2
384,112,24,3,61,19016,1,19404,2
385,53,2,3,79,936,1,951,2
386,5,15,3,90,43531,3,44633,2
387,12,21,4,87,94543,1,91455,2
388,236,18,3,16,30639,2,29665,2
389,116,9,2,45,40777,5,40520,2
390,290,48,2,4,88007,3,90453,2
391,79,39,1,31,6896,2,6807,2
392,228,43,2,51,48028,5,46008,2
393,10,8,1,11,80717,4,76770,2
394,3,49,6,57,54166,1,53453,2
395,93,42,3,21,16452,3,16105,2
396,59,8,8,19,12659,2,12314,2
397,24,19,5,57,84238,1,88105,2
398,257,43,4,38,22112,5,22304,2
399,32,5,5,66,3145,4,3056,2
400,33,4,3,67,42500,3,43194,2
401,101,23,7,74,97925,2,98343,2
402,101,23,2,78,82777,2,85424,2
403,246,40,10,29,54360,4,53630,2
404,137,18,10,72,81125,5,77596,2
405,22,42,5,96,84954,3,86048,2
406,70,26,7,9,23791,3,24892,3
407,135,4,6,72,69467,2,69692,3
408,66,16,3,32,78231,3,81885,3
409,156,4,6,28,33457,4,33746,3
410,194,48,9,22,70472,4,71714,3
411,243,15,1,62,36616,4,35720,3
412,28,31,7,64,43281,2,42042,3
413,284,30,8,18,70666,1,67351,3
414,192,9,9,100,31089,4,29606,3
415,31,12,6,21,10201,3,10409,3
416,13,33,8,34,97571,3,93022,3
417,67,44,6,93,57258,2,55336,3
418,154,38,1,5,63680,3,66316,3
419,159,46,9,32,82252,3,85140,3
420,1,17,2,1,26329,4,26805,3
421,94,40,8,54,79158,1,80991,3
422,215,7,6,57,77916,1,80100,3
423,279,26,3,36,15016,3,14473,3
424,281,48,2,40,91625,3,94321,3
425,34,15,4,79,26868,5,27258,3
426,57,30,6,22,43746,3,41926,3
427,146,23,9,33,2787,2,2732,3
428,200,30,2,67,96319,2,99961,3
429,215,32,5,54,71062,5,73880,3
430,265,48,4,44,73453,4,77041,3
431,145,7,10,53,32890,2,34019,3
432,155,26,4,5,71739,2,74438,3
433,124,12,5,44,53880,3,55299,3
434,62,24,4,38,26195,3,25867,3
435,231,7,9,85,36956,4,36003,3
436,93,38,8,80,70953,4,69045,3
437,92,10,6,77,66567,4,67309,3
438,242,35,2,35,38164,1,39202,3
439,151,24,8,72,51597,5,50714,3
440,24,39,4,41,52466,3,51390,3
441,181,13,2,3,17229,2,18070,3
442,49,11,8,8,62728,3,63555,3
443,205,48,3,55,41012,2,39709,3
444,263,38,3,47,92565,3,90935,3
445,69,22,2,74,60534,2,59555,3
446,118,33,7,30,52384,4,52147,3
447,112,10,7,92,62956,2,61763,3
448,135,36,7,100,56971,4,55656,3
449,261,35,9,32,11995,4,12377,3
450,262,33,5,60,8164,2,8519,3
451,206,22,4,39,58200,3,58480,3
452,38,39,1,52,56530,3,54092,3
453,214,19,9,75,10527,2,10588,3
454,29,40,1,44,72443,2,72014,3
455,45,16,2,44,37879,5,36016,3
456,144,3,8,67,38410,5,39088,3
457,32,8,6,39,67596,5,65823,3
458,158,14,8,55,91094,5,87024,3
459,1,30,9,95,43286,3,42833,3
460,282,18,4,55,28266,2,27190,3
461,160,23,1,13,58664,3,58415,3
462,16,11,7,86,78019,3,79300,3
463,284,40,6,18,81607,2,81351,3
464,213,7,2,18,3530,4,3450,3
465,131,34,4,21,98017,5,99155,3
466,186,46,5,65,50176,1,50750,3
467,279,28,6,30,82128,5,78586,3
468,232,32,2,39,33082,3,34389,3
469,109,32,10,78,96833,1,97333,3
470,12,22,2,87,67447,2,70811,3
471,42,46,7,81,26799,4,26095,3
472,198,2,7,17,79835,5,78103,3
473,281,8,1,15,38282,4,39146,3
474,253,9,3,8,1261,5,1226,3
475,126,20,1,75,4292,1,4315,3
476,179,47,6,43,90788,1,90390,3
477,76,24,3,13,57317,5,59884,3
478,249,12,7,21,82583,2,80755,3
479,16,26,8,19,38514,3,39981,3
480,218,25,8,21,58174,3,59011,3
481,183,20,7,1,48703,2,50288,3
482,32,4,6,57,81610,1,81006,3
483,4,40,8,25,60126,2,58802,3
484,53,18,2,76,44060,3,45237,3
485,164,24,3,20,44215,5,45364,3
486,267,8,6,61,48119,3,50288,3
487,241,34,2,15,11760,3,11403,3
488,55,27,6,46,46882,4,48793,3
489,5,33,2,41,79556,2,81129,3
490,249,10,10,33,72608,3,73502,3
491,38,22,8,30,31590,2,32945,3
492,105,15,4,15,47742,2,48490,3
493,69,45,9,94,89321,4,89559,3
494,149,13,6,47,52619,4,54247,3
495,204,5,2,10,42692,2,43353,3
496,155,37,2,16,92422,2,93135,3
497,83,15,5,28,72267,3,72146,3
498,227,16,4,59,15685,3,14985,3
499,28,50,7,93,91108,3,92928,3
500,194,37,8,89,36268,3,36086,3
501,211,44,4,14,37064,4,37715,3
502,64,6,3,11,5439,4,5551,3
503,140,39,2,8,8082,4,7930,3
504,206,16,5,14,45971,3,45926,3
505,50,21,6,59,54629,1,54981,3
506,34,34,8,53,48929,3,47234,3
507,22,36,3,89,5296,4,5221,3
508,279,31,6,11,16382,2,15687,3
509,269,33,6,48,88023,4,91621,3
510,296,9,5,29,20164,1,19709,3
511,42,39,4,15,99490,2,95207,3
512,52,13,9,73,67911,3,68654,3
513,95,11,8,50,41567,1,39516,3
514,42,10,5,13,70563,2,72773,3
515,274,15,4,52,69091,5,65869,3
516,227,10,3,5,70929,3,69203,3
517,232,14,2,13,85174,4,88191,3
518,148,47,7,90,67048,4,68947,3
519,273,19,8,98,61467,4,61863,3
520,242,5,3,81,67948,1,66691,3
521,106,49,4,51,89516,1,93128,3
522,175,43,2,33,36225,2,34694,3
523,243,42,4,41,39181,2,38416,3
524,95,6,8,59,17798,3,18274,3
525,128,41,5,27,80114,4,79828,3
526,218,12,4,97,32089,1,31488,3
527,58,5,1,93,77078,5,74333,3
528,238,42,5,26,78187,1,76113,3
529,71,34,10,35,9708,3,9378,3
530,194,18,3,61,30523,4,29679,3
531,284,31,4,27,26109,2,26866,3
532,270,32,1,48,35691,2,34574,3
533,168,3,2,36,94588,1,96487,3
534,49,33,10,13,45625,1,44104,3
535,21,31,5,68,33288,4,34687,3
536,98,22,3,63,75003,4,73485,3
537,81,41,7,7,81093,3,84797,3
538,83,21,9,7,59203,3,56446,3
539,70,24,8,75,34453,3,34770,3
540,200,8,3,68,95462,2,96402,3
541,295,30,6,40,5594,3,5764,3
542,241,45,5,72,92293,2,89118,3
543,235,46,1,66,41564,3,43483,3
544,95,38,3,43,60408,4,61602,3
545,156,38,2,80,84625,4,82743,3
546,130,9,10,37,9096,3,9375,3
547,212,25,4,47,81217,5,81491,3
548,121,29,4,65,30206,2,28903,3
549,234,21,8,14,5069,2,5106,3
550,123,33,5,19,34822,3,36133,3
551,176,40,3,46,96263,5,97128,3
552,68,7,5,92,38483,4,38782,3
553,142,43,1,16,10865,2,11265,3
554,85,38,6,97,71584,5,68382,3
555,161,44,6,97,15834,3,15097,3
556,64,7,6,91,51315,4,53209,3
557,287,2,7,48,94081,4,98111,3
558,30,48,5,51,75749,2,72146,3
559,96,1,3,45,90376,2,88787,3
560,264,21,10,63,43798,2,42452,3
561,94,11,6,59,44743,3,46842,3
562,120,24,6,88,76455,2,75771,3
563,49,11,9,59,25834,3,26695,3
564,233,22,3,35,22765,4,23819,3
565,105,24,3,2,5009,3,5101,3
566,85,48,5,43,91674,3,89723,3
567,88,46,9,90,89348,2,90247,3
568,240,25,8,96,20533,5,20207,3
569,287,48,6,96,15676,2,15321,3
570,226,48,5,28,66171,4,68144,3
571,128,35,4,49,44319,5,43941,3
572,176,7,5,89,74722,1,74129,3
573,69,31,3,26,88795,2,92434,3
574,61,16,2,92,76491,1,77578,3
575,157,36,7,16,55623,5,57755,3
576,133,5,6,89,26229,2,26275,3
577,79,31,2,43,72149,5,75222,3
578,251,14,4,51,4970,2,5004,3
579,125,20,5,97,57770,3,58629,3
580,163,34,8,43,31018,4,29574,3
581,200,16,8,7,27405,2,28745,3
582,264,26,7,69,60341,3,62662,3
583,37,27,3,66,67260,3,70418,3
584,193,26,3,26,39757,3,41526,3
585,124,29,8,43,4312,5,4201,3
586,276,37,7,67,81731,3,79069,3
587,285,19,3,48,81360,5,80611,3
588,132,8,5,27,63047,4,62144,3
589,116,16,4,26,90611,1,89916,3
590,285,29,5,9,89237,1,92173,3
591,248,50,2,96,95128,4,99771,3
592,262,6,2,60,69255,3,68876,3
593,55,34,4,53,11619,3,12076,3
594,272,43,3,93,65158,1,63941,3
595,104,38,4,82,97982,3,98603,3
596,276,27,10,43,63393,4,63183,3
597,217,47,3,81,38082,3,39492,3
598,142,32,8,33,84632,3,80464,3
599,9,44,7,95,83901,3,80964,3
600,56,38,2,18,69699,4,71995,3
601,58,40,10,37,60749,4,58270,3
602,130,26,4,18,80876,1,77884,3
603,74,12,9,54,71982,4,74198,3
604,73,18,9,32,44759,4,45159,3
605,257,14,9,24,10739,5,10766,3
606,250,21,5,27,5784,4,5681,3
607,51,10,6,14,39311,4,38263,3
608,181,20,5,82,27733,3,28298,3
609,26,34,3,64,44605,3,44622,3
610,34,16,4,53,33166,5,32929,3
611,189,3,8,72,88191,4,89759,3
612,84,41,9,23,98389,2,102105,3
613,148,11,6,97,72452,2,74460,3
614,279,16,8,61,30956,4,29803,3
615,177,15,3,39,20828,3,20867,3
616,22,42,4,81,97326,3,94934,3
617,274,47,7,76,97887,4,94643,3
618,201,16,4,7,98493,3,95064,3
619,255,22,3,66,1030,1,1042,3
620,67,13,2,46,47605,1,45595,3
621,70,32,7,30,2353,2,2270,3
622,173,4,9,6,50390,5,52454,3
623,56,44,3,22,81901,5,84384,3
624,84,40,4,94,1381,3,1443,3
625,179,44,7,73,71173,3,71822,3
626,265,27,3,39,7390,2,7454,3
627,132,18,5,100,33829,4,34011,3
628,57,31,4,52,50443,5,49832,3
629,299,46,6,101,2155,5,2082,3
630,61,45,3,40,64620,5,64082,3
631,189,11,10,65,6612,1,6433,3
632,219,41,10,13,26591,5,25689,3
633,55,24,9,6,95729,5,95324,3
634,155,30,1,52,61154,3,62280,3
635,111,25,3,86,27961,1,27785,3
636,162,16,2,73,22741,4,22756,3
637,277,7,3,31,81298,2,82512,3
638,13,41,6,90,75635,2,73400,3
639,84,39,6,72,80442,2,82331,3
640,229,8,9,6,40268,3,41279,3
641,103,19,8,54,67507,2,65954,3
642,169,36,7,91,8185,5,8251,3
643,58,49,3,58,87354,1,85648,3
644,61,33,5,26,60626,5,60973,3
645,296,18,5,16,33100,4,31863,3
646,185,37,8,100,74384,4,75998,3
647,64,25,5,57,1951,3,1978,3
648,114,49,3,2,55794,3,54017,3
649,257,28,9,13,10363,2,10816,3
650,254,48,7,47,30535,4,29766,3
651,248,39,7,47,55380,4,54499,3
652,298,41,5,65,33706,4,34132,3
653,210,37,2,1,71334,4,74833,3
654,179,6,4,27,461,3,451,3
655,211,17,9,87,3725,2,3718,3
656,292,39,4,11,77590,1,78316,3
657,57,4,2,64,82386,4,84294,3
658,61,31,8,73,86274,4,87916,3
659,115,3,6,57,66791,4,69208,3
660,207,7,1,101,47976,2,48666,3
661,14,16,2,49,14022,2,13511,3
662,5,31,7,29,93631,4,93770,3
663,226,45,9,93,72144,4,74848,3
664,120,27,7,89,73523,3,70541,3
665,177,44,2,59,35914,2,35771,3
666,144,45,2,31,11989,1,12562,3
667,254,38,4,85,26950,3,26827,3
668,10,1,2,3,56914,2,57474,3
669,233,49,4,2,88567,5,89798,3
670,287,39,7,82,97427,5,98424,3
671,230,21,9,62,21426,3,20489,3
672,136,33,8,63,60131,3,57171,3
673,169,42,2,89,50517,3,50676,3
674,39,41,3,78,55339,5,54071,3
675,288,4,7,70,83472,1,80106,3
676,214,30,7,50,10626,4,11074,3
677,81,9,8,13,32267,5,33418,3
678,62,24,3,76,42114,4,41389,3
679,220,35,7,74,23231,2,24051,3
680,251,50,7,77,87286,2,87433,3
681,164,24,4,22,89203,4,85679,3
682,27,7,6,5,43351,3,45480,3
683,22,19,6,91,48505,4,48348,3
684,49,38,9,64,1639,2,1680,3
685,110,16,8,19,83985,5,83990,3
686,17,21,8,44,90644,2,89290,3
687,31,24,8,15,91382,2,91666,4
688,18,14,9,55,27966,4,28810,4
689,130,2,2,49,79399,4,82594,4
690,117,13,7,90,69398,1,66708,4
691,181,27,6,36,94476,1,93009,4
692,283,45,8,54,14429,2,14099,4
693,33,24,3,45,92805,2,95294,4
694,239,34,1,85,78510,2,81651,4
695,215,48,6,21,26961,1,26566,4
